date,customer_id,overdue_date
2024-12-31,862,2024-11-21
2024-12-31,867,2024-12-14
2024-12-31,896,2024-06-12
2024-12-31,897,2024-12-08
2024-12-31,907,2024-12-07
2024-12-31,927,2024-12-23
2024-12-31,933,2024-12-04
2024-12-31,943,2024-11-06
2024-12-31,945,2024-10-24
2024-12-31,963,2024-12-22
2024-12-31,967,2024-12-28
2024-12-31,972,2024-11-08
2024-12-31,979,2024-12-01
2024-12-31,990,2024-12-26
2024-12-31,996,2024-12-25
2024-12-31,998,2024-12-01
2024-12-31,1004,2024-11-17
2024-12-31,1027,2024-11-05
2024-12-31,1030,2024-12-25
2024-12-31,1039,2024-09-28
2024-12-31,1043,2024-12-03
2024-12-31,1072,2024-11-01
2024-12-31,1075,2024-12-08
2024-12-31,1079,2024-12-11
2024-12-31,1092,2024-10-19
2024-12-31,1093,2024-01-19
2024-12-31,1110,2024-12-20
2024-12-31,1117,2024-07-04
2024-12-31,1128,2024-04-26
2024-12-31,1133,2024-10-28
2024-12-31,1138,2024-06-07
2024-12-31,1155,2024-12-14
2024-12-31,1158,2024-12-28
2024-12-31,1160,2024-12-01
2024-12-31,1168,2024-12-14
2024-12-31,1171,2024-12-04
2024-12-31,1176,2024-12-09
2024-12-31,1186,2024-12-05
2024-12-31,1191,2024-12-30
2024-12-31,1204,2024-12-01
2024-12-31,1211,2024-12-23
2024-12-31,1217,2024-12-19
2024-12-31,1218,2024-12-08
2024-12-31,1244,2024-12-01
2024-12-31,1264,2024-11-01
2024-12-31,1277,2024-12-14
2024-12-31,1285,2024-06-20
2024-12-31,1287,2024-12-15
2024-12-31,1296,2024-11-13
2024-12-31,1344,2024-11-25
2024-12-31,1349,2024-10-22
2024-12-31,1375,2024-10-25
2024-12-31,1384,2024-11-01
2024-12-31,1392,2024-12-03
2024-12-31,1402,2024-12-30
2024-12-31,1423,2024-10-14
2024-12-31,1424,2024-11-11
2024-12-31,1449,2024-12-24
2024-12-31,1458,2024-12-11
2024-12-31,1468,2024-12-03
2024-12-31,1478,2024-12-30
2024-12-31,1499,2024-11-10
2024-12-31,1519,2024-12-23
2024-12-31,1543,2024-12-14
2024-12-31,1555,2024-12-23
2024-12-31,1565,2024-12-29
2024-12-31,1568,2024-12-26
2024-12-31,1578,2024-12-26
2024-12-31,1617,2024-12-29
2024-12-31,1626,2024-11-09
2024-12-31,1644,2024-12-11
2024-12-31,1650,2024-12-20
2024-12-31,1674,2024-11-27
2024-12-31,1701,2024-11-02
2024-12-31,1710,2024-10-18
2024-12-31,1720,2024-11-18
2024-12-31,1728,2024-12-03
2024-12-31,1738,2024-12-03
2024-12-31,1747,2024-06-13
2024-12-31,1754,2024-11-12
2024-12-31,1756,2024-12-07
2024-12-31,1769,2024-10-18
2024-12-31,1773,2024-12-12
2024-12-31,1774,2024-12-18
2024-12-31,1785,2024-12-26
2024-12-31,1793,2024-12-20
2024-12-31,1807,2024-11-12
2024-12-31,1812,2024-12-14
2024-12-31,1816,2024-12-14
2024-12-31,1835,2024-12-09
2024-12-31,1845,2024-11-17
2024-12-31,1852,2024-11-26
2024-12-31,1861,2024-10-23
2024-12-31,1865,2024-12-08
2024-12-31,1880,2024-11-09
2024-12-31,1881,2024-04-03
2024-12-31,1886,2024-12-23
2024-12-31,1896,2024-12-20
2024-12-31,1897,2024-12-12
2024-12-31,1922,2024-12-27
2024-12-31,1927,2024-12-27
2024-12-31,1934,2024-12-23
2024-12-31,1939,2024-12-12
2024-12-31,1952,2024-11-16
2024-12-31,1957,2024-12-26
2024-12-31,1966,2024-12-18
2024-12-31,1971,2024-12-05
2024-12-31,1981,2024-12-15
2024-12-31,1984,2024-12-22
2024-12-31,2011,2024-12-10
2024-12-31,2015,2024-11-08
2024-12-31,2019,2024-12-06
2024-12-31,2023,2024-12-02
2024-12-31,2025,2024-03-03
2024-12-31,2047,2024-12-23
2024-12-31,2049,2024-12-18
2024-12-31,2072,2024-12-29
2024-12-31,2074,2024-07-19
2024-12-31,2081,2024-12-11
2024-12-31,2088,2024-12-28
2024-12-31,2107,2024-11-10
2024-12-31,2108,2024-12-06
2024-12-31,2125,2024-12-20
2024-12-31,2138,2024-12-02
2024-12-31,2144,2024-11-26
2024-12-31,2169,2024-08-09
2024-12-31,2173,2024-12-27
2024-12-31,2199,2024-10-23
2024-12-31,2222,2024-12-10
2024-12-31,2223,2024-12-24
2024-12-31,2224,2024-11-11
2024-12-31,2227,2024-11-01
2024-12-31,2234,2024-12-18
2024-12-31,2237,2024-12-06
2024-12-31,2240,2024-10-25
2024-12-31,2247,2024-11-28
2024-12-31,2249,2024-10-23
2024-12-31,2259,2024-12-28
2024-12-31,2268,2024-12-01
2024-12-31,2281,2024-12-19
2024-12-31,2292,2024-12-27
2024-12-31,2301,2024-12-22
2024-12-31,2350,2024-12-19
2024-12-31,2352,2024-12-08
2024-12-31,2364,2024-11-18
2024-12-31,2393,2024-12-18
2024-12-31,2406,2024-07-17
2024-12-31,2418,2024-12-28
2024-12-31,2425,2024-11-23
2024-12-31,2428,2024-12-30
2024-12-31,2442,2024-12-10
2024-12-31,2445,2024-12-13
2024-12-31,2450,2024-12-01
2024-12-31,2455,2024-12-11
2024-12-31,2461,2024-04-24
2024-12-31,2464,2024-12-14
2024-12-31,2479,2024-12-18
2024-12-31,2499,2024-12-01
2024-12-31,2506,2024-12-23
2024-12-31,2509,2024-11-07
2024-12-31,2532,2024-12-24
2024-12-31,2559,2024-11-27
2024-12-31,2560,2024-10-24
2024-12-31,2562,2024-06-29
2024-12-31,2577,2024-12-12
2024-12-31,2589,2024-12-22
2024-12-31,2592,2024-11-08
2024-12-31,2599,2024-12-23
2024-12-31,2602,2024-06-04
2024-12-31,2617,2024-12-04
2024-12-31,2620,2024-12-15
2024-12-31,2627,2024-10-15
2024-12-31,2636,2024-08-01
2024-12-31,2641,2024-12-26
2024-12-31,2650,2024-08-28
2024-12-31,2660,2024-12-09
2024-12-31,2695,2024-12-28
2024-12-31,2703,2024-12-05
2024-12-31,2705,2024-11-02
2024-12-31,2709,2024-10-31
2024-12-31,2712,2024-12-28
2024-12-31,2718,2024-11-18
2024-12-31,2720,2024-11-11
2024-12-31,2721,2024-11-04
2024-12-31,2724,2024-11-13
2024-12-31,2753,2024-11-21
2024-12-31,2771,2024-12-04
2024-12-31,2784,2024-12-15
2024-12-31,2789,2024-12-01
2024-12-31,2800,2024-12-19
2024-12-31,2805,2024-11-07
2024-12-31,2815,2024-12-27
2024-12-31,2827,2024-10-05
2024-12-31,2828,2024-12-07
2024-12-31,2841,2024-12-29
2024-12-31,2848,2024-11-14
2024-12-31,2854,2024-10-21
2024-12-31,2882,2024-11-07
2024-12-31,2899,2024-11-30
2024-12-31,2913,2024-11-09
2024-12-31,2914,2024-01-11
2024-12-31,2922,2024-03-23
2024-12-31,2932,2024-07-17
2024-12-31,2933,2024-12-09
2024-12-31,2949,2024-11-15
2024-12-31,2964,2024-12-30
2024-12-31,2967,2024-12-21
2024-12-31,2985,2024-12-15
2024-12-31,2995,2024-12-30
2024-12-31,2997,2024-12-28
2024-12-31,3003,2024-12-26
2024-12-31,3007,2024-12-04
2024-12-31,3011,2024-10-09
2024-12-31,3014,2024-12-27
2024-12-31,3030,2024-12-10
2024-12-31,3071,2024-11-19
2024-12-31,3089,2024-12-11
2024-12-31,3098,2024-12-30
2024-12-31,3101,2024-12-21
2024-12-31,3113,2024-11-13
2024-12-31,3125,2024-12-20
2024-12-31,3127,2024-08-02
2024-12-31,3130,2024-11-07
2024-12-31,3133,2024-10-06
2024-12-31,3148,2024-11-22
2024-12-31,3160,2024-11-04
2024-12-31,3161,2024-11-08
2024-12-31,3170,2024-12-19
2024-12-31,3174,2024-12-22
2024-12-31,3182,2024-08-23
2024-12-31,3218,2024-12-03
2024-12-31,3221,2024-12-21
2024-12-31,3224,2024-10-20
2024-12-31,3242,2024-12-28
2024-12-31,3247,2024-11-06
2024-12-31,3254,2024-12-26
2024-12-31,3255,2024-12-20
2024-12-31,3256,2024-12-12
2024-12-31,3269,2024-12-12
2024-12-31,3272,2024-12-04
2024-12-31,3275,2024-12-26
2024-12-31,3278,2024-12-10
2024-12-31,3280,2024-12-18
2024-12-31,3309,2024-10-16
2024-12-31,3324,2024-12-28
2024-12-31,3333,2024-12-30
2024-12-31,3340,2024-12-03
2024-12-31,3344,2024-11-24
2024-12-31,3371,2024-11-10
2024-12-31,3378,2024-04-04
2024-12-31,3383,2024-11-07
2024-12-31,3385,2024-12-03
2024-12-31,3386,2024-11-16
2024-12-31,3391,2024-12-01
2024-12-31,3403,2024-12-30
2024-12-31,3407,2024-12-01
2024-12-31,3420,2024-12-01
2024-12-31,3431,2024-11-14
2024-12-31,3443,2024-10-13
2024-12-31,3454,2024-12-28
2024-12-31,3465,2024-06-26
2024-12-31,3475,2024-11-20
2024-12-31,3487,2024-12-27
2024-12-31,3494,2024-12-10
2024-12-31,3520,2024-11-06
2024-12-31,3526,2024-12-26
2024-12-31,3543,2024-12-01
2024-12-31,3553,2024-12-12
2024-12-31,3554,2024-10-26
2024-12-31,3569,2024-10-28
2024-12-31,3571,2024-12-25
2024-12-31,3596,2024-11-30
2024-12-31,3637,2024-12-11
2024-12-31,3673,2024-10-18
2024-12-31,3686,2024-12-08
2024-12-31,3707,2024-11-30
2024-12-31,3713,2024-11-18
2024-12-31,3723,2024-12-04
2024-12-31,3734,2024-12-14
2024-12-31,3741,2024-12-16
2024-12-31,3742,2024-12-28
2024-12-31,3753,2024-12-09
2024-12-31,3754,2024-12-20
2024-12-31,3767,2024-12-13
2024-12-31,3771,2024-02-21
2024-12-31,3776,2024-12-15
2024-12-31,3784,2024-06-01
2024-12-31,3797,2024-12-11
2024-12-31,3813,2024-12-25
2024-12-31,3824,2024-12-17
2024-12-31,3830,2024-11-15
2024-12-31,3832,2024-10-26
2024-12-31,3834,2024-12-12
2024-12-31,3841,2024-11-11
2024-12-31,3854,2024-11-04
2024-12-31,3855,2024-12-26
2024-12-31,3863,2024-11-08
2024-12-31,3864,2024-12-28
2024-12-31,3866,2024-12-27
2024-12-31,3874,2024-12-22
2024-12-31,3884,2024-12-17
2024-12-31,3897,2024-12-28
2024-12-31,3900,2024-10-04
2024-12-31,3910,2024-11-11
2024-12-31,3925,2024-11-15
2024-12-31,3929,2024-12-12
2024-12-31,3930,2024-12-12
2024-12-31,3932,2024-12-25
2024-12-31,3941,2024-10-10
2024-12-31,3945,2024-11-13
2024-12-31,3947,2024-12-08
2024-12-31,3949,2024-12-08
2024-12-31,3988,2024-12-11
2024-12-31,3992,2024-12-10
2024-12-31,3996,2024-12-28
2024-12-31,3998,2024-10-04
2024-12-31,4004,2024-12-24
2024-12-31,4005,2024-12-03
2024-12-31,4009,2024-11-17
2024-12-31,4029,2024-11-21
2024-12-31,4043,2024-10-21
2024-12-31,4044,2024-11-10
2024-12-31,4047,2024-12-16
2024-12-31,4053,2024-10-24
2024-12-31,4059,2024-10-11
2024-12-31,4074,2024-12-22
2024-12-31,4087,2024-12-01
2024-12-31,4088,2024-12-27
2024-12-31,4091,2024-10-02
2024-12-31,4113,2024-12-22
2024-12-31,4115,2024-12-08
2024-12-31,4124,2024-11-10
2024-12-31,4131,2024-12-12
2024-12-31,4134,2024-12-09
2024-12-31,4141,2024-11-21
2024-12-31,4142,2024-12-06
2024-12-31,4145,2024-10-21
2024-12-31,4154,2024-12-19
2024-12-31,4158,2024-11-10
2024-12-31,4165,2024-11-16
2024-12-31,4174,2024-12-19
2024-12-31,4179,2024-11-10
2024-12-31,4183,2024-10-27
2024-12-31,4184,2024-07-10
2024-12-31,4191,2024-12-16
2024-12-31,4204,2024-07-12
2024-12-31,4206,2024-12-27
2024-12-31,4212,2024-12-09
2024-12-31,4213,2024-12-11
2024-12-31,4232,2024-11-17
2024-12-31,4235,2024-07-11
2024-12-31,4248,2024-12-13
2024-12-31,4256,2024-12-19
2024-12-31,4258,2024-09-11
2024-12-31,4261,2024-12-07
2024-12-31,4280,2024-12-17
2024-12-31,4297,2024-12-27
2024-12-31,4304,2024-11-08
2024-12-31,4313,2024-11-23
2024-12-31,4326,2024-12-16
2024-12-31,4331,2024-12-21
2024-12-31,4334,2024-11-04
2024-12-31,4358,2024-11-16
2024-12-31,4359,2024-12-27
2024-12-31,4367,2024-12-23
2024-12-31,4388,2024-12-08
2024-12-31,4389,2024-12-28
2024-12-31,4403,2024-11-10
2024-12-31,4412,2024-12-09
2024-12-31,4438,2024-12-01
2024-12-31,4439,2024-12-14
2024-12-31,4445,2024-12-06
2024-12-31,4466,2024-12-29
2024-12-31,4478,2024-10-25
2024-12-31,4495,2024-12-08
2024-12-31,4496,2024-12-18
2024-12-31,4507,2024-11-22
2024-12-31,4509,2024-11-27
2024-12-31,4541,2024-12-25
2024-12-31,4550,2024-12-10
2024-12-31,4560,2024-12-04
2024-12-31,4568,2024-07-03
2024-12-31,4593,2024-12-20
2024-12-31,4602,2024-08-09
2024-12-31,4605,2024-10-30
2024-12-31,4610,2024-08-22
2024-12-31,4620,2024-10-02
2024-12-31,4645,2024-11-25
2024-12-31,4675,2024-12-20
2024-12-31,4679,2024-12-28
2024-12-31,4683,2024-12-16
2024-12-31,4686,2024-12-28
2024-12-31,4709,2024-12-05
2024-12-31,4719,2024-12-18
2024-12-31,4720,2024-11-13
2024-12-31,4735,2024-11-05
2024-12-31,4757,2024-12-07
2024-12-31,4778,2024-12-09
2024-12-31,4781,2024-12-08
2024-12-31,4784,2024-12-21
2024-12-31,4798,2024-12-10
2024-12-31,4815,2024-12-18
2024-12-31,4850,2024-12-04
2024-12-31,4871,2024-12-28
2024-12-31,4906,2024-12-30
2024-12-31,4911,2024-11-29
2024-12-31,4918,2024-11-25
2024-12-31,4937,2024-12-10
2024-12-31,4942,2024-11-11
2024-12-31,4947,2024-12-23
2024-12-31,5003,2024-12-24
2024-12-31,5011,2024-12-20
2024-12-31,5016,2024-11-23
2024-12-31,5020,2024-12-12
2024-12-31,5025,2024-10-22
2024-12-31,5032,2024-03-09
2024-12-31,5038,2024-11-25
2024-12-31,5046,2024-12-27
2024-12-31,5066,2024-12-23
2024-12-31,5102,2024-10-24
2024-12-31,5116,2024-12-08
2024-12-31,5121,2024-12-30
2024-12-31,5122,2024-12-28
2024-12-31,5124,2024-12-10
2024-12-31,5126,2024-11-11
2024-12-31,5148,2024-11-09
2024-12-31,5167,2024-12-16
2024-12-31,5168,2024-12-23
2024-12-31,5183,2024-12-08
2024-12-31,5195,2024-12-19
2024-12-31,5197,2024-02-01
2024-12-31,5205,2024-12-05
2024-12-31,5216,2024-12-05
2024-12-31,5226,2024-12-15
2024-12-31,5230,2024-12-27
2024-12-31,5245,2024-11-28
2024-12-31,5253,2024-06-06
2024-12-31,5272,2024-11-06
2024-12-31,5275,2024-12-18
2024-12-31,5292,2024-10-09
2024-12-31,5294,2024-12-02
2024-12-31,5309,2024-08-19
2024-12-31,5310,2024-08-18
2024-12-31,5343,2024-11-09
2024-12-31,5346,2024-12-05
2024-12-31,5370,2024-12-22
2024-12-31,5378,2024-11-17
2024-12-31,5379,2024-05-11
2024-12-31,5384,2024-10-26
2024-12-31,5407,2024-12-25
2024-12-31,5430,2024-12-08
2024-12-31,5443,2024-10-03
2024-12-31,5444,2024-11-25
2024-12-31,5454,2024-11-30
2024-12-31,5457,2024-12-22
2024-12-31,5459,2024-12-11
2024-12-31,5469,2024-10-23
2024-12-31,5470,2024-11-04
2024-12-31,5472,2024-12-02
2024-12-31,5476,2024-12-12
2024-12-31,5488,2024-12-03
2024-12-31,5489,2024-12-24
2024-12-31,5510,2024-05-01
2024-12-31,5528,2024-12-12
2024-12-31,5535,2024-12-21
2024-12-31,5536,2024-12-09
2024-12-31,5555,2024-12-06
2024-12-31,5564,2024-03-16
2024-12-31,5591,2024-11-10
2024-12-31,5592,2024-01-13
2024-12-31,5600,2024-12-12
2024-12-31,5601,2024-11-19
2024-12-31,5617,2024-12-04
2024-12-31,5622,2024-04-29
2024-12-31,5631,2024-11-18
2024-12-31,5650,2024-12-09
2024-12-31,5660,2024-12-26
2024-12-31,5669,2024-12-13
2024-12-31,5677,2024-12-14
2024-12-31,5702,2024-11-24
2024-12-31,5704,2024-11-09
2024-12-31,5736,2024-11-21
2024-12-31,5746,2024-12-07
2024-12-31,5769,2024-11-01
2024-12-31,5788,2024-04-02
2024-12-31,5792,2024-12-22
2024-12-31,5804,2024-12-29
2024-12-31,5806,2024-11-15
2024-12-31,5820,2024-12-11
2024-12-31,5828,2024-12-12
2024-12-31,5846,2024-12-03
2024-12-31,5849,2024-12-04
2024-12-31,5853,2024-11-23
2024-12-31,5858,2024-10-14
2024-12-31,5859,2024-12-16
2024-12-31,5866,2024-09-27
2024-12-31,5871,2024-11-26
2024-12-31,5877,2024-12-01
2024-12-31,5878,2024-11-30
2024-12-31,5881,2024-12-18
2024-12-31,5885,2024-10-07
2024-12-31,5918,2024-12-27
2024-12-31,5925,2024-12-25
2024-12-31,5929,2024-12-16
2024-12-31,5942,2024-12-05
2024-12-31,5955,2024-12-08
2024-12-31,5967,2024-08-14
2024-12-31,6005,2024-12-01
2024-12-31,6011,2024-11-19
2024-12-31,6033,2024-12-18
2024-12-31,6055,2024-12-17
2024-12-31,6084,2024-12-07
2024-12-31,6089,2024-09-11
2024-12-31,6094,2024-12-06
2024-12-31,6110,2024-12-20
2024-12-31,6113,2024-12-08
2024-12-31,6127,2024-11-01
2024-12-31,6133,2024-12-25
2024-12-31,6149,2024-11-14
2024-12-31,6158,2024-05-06
2024-12-31,6163,2024-12-05
2024-12-31,6172,2024-11-09
2024-12-31,6183,2024-11-21
2024-12-31,6184,2024-12-24
2024-12-31,6190,2024-11-26
2024-12-31,6202,2024-11-19
2024-12-31,6213,2024-12-05
2024-12-31,6215,2024-12-18
2024-12-31,6226,2024-12-13
2024-12-31,6255,2024-11-25
2024-12-31,6269,2024-12-23
2024-12-31,6281,2024-12-15
2024-12-31,6293,2024-11-27
2024-12-31,6326,2024-04-06
2024-12-31,6328,2024-12-15
2024-12-31,6351,2024-12-24
2024-12-31,6368,2024-12-23
2024-12-31,6370,2024-12-15
2024-12-31,6378,2024-12-23
2024-12-31,6409,2024-11-25
2024-12-31,6418,2024-11-26
2024-12-31,6453,2024-11-24
2024-12-31,6461,2024-10-11
2024-12-31,6463,2024-12-06
2024-12-31,6479,2024-12-30
2024-12-31,6481,2024-12-24
2024-12-31,6482,2024-12-15
2024-12-31,6483,2024-11-04
2024-12-31,6506,2024-12-26
2024-12-31,6508,2024-11-19
2024-12-31,6532,2024-12-22
2024-12-31,6534,2024-11-23
2024-12-31,6539,2024-06-26
2024-12-31,6558,2024-12-22
2024-12-31,6574,2024-12-06
2024-12-31,6582,2024-12-26
2024-12-31,6589,2024-12-13
2024-12-31,6596,2024-01-23
2024-12-31,6605,2024-10-14
2024-12-31,6609,2024-12-08
2024-12-31,6612,2024-12-19
2024-12-31,6618,2024-09-25
2024-12-31,6659,2024-11-17
2024-12-31,6662,2024-12-14
2024-12-31,6671,2024-11-22
2024-12-31,6684,2024-11-07
2024-12-31,6694,2024-12-28
2024-12-31,6705,2024-12-18
2024-12-31,6726,2024-12-04
2024-12-31,6727,2024-11-24
2024-12-31,6734,2024-12-10
2024-12-31,6756,2024-12-01
2024-12-31,6760,2024-12-18
2024-12-31,6766,2024-12-24
2024-12-31,6778,2024-12-09
2024-12-31,6788,2024-12-07
2024-12-31,6796,2024-12-13
2024-12-31,6805,2024-10-06
2024-12-31,6836,2024-12-17
2024-12-31,6840,2024-12-06
2024-12-31,6853,2024-12-24
2024-12-31,6861,2024-12-24
2024-12-31,6887,2024-12-12
2024-12-31,6891,2024-11-27
2024-12-31,6892,2024-12-18
2024-12-31,6903,2024-12-25
2024-12-31,6912,2024-12-17
2024-12-31,6928,2024-12-12
2024-12-31,6948,2024-12-06
2024-12-31,6953,2024-12-21
2024-12-31,6955,2024-11-05
2024-12-31,6961,2024-12-02
2024-12-31,6963,2024-12-28
2024-12-31,6965,2024-12-06
2024-12-31,6966,2024-12-26
2024-12-31,6971,2024-12-30
2024-12-31,6973,2024-12-08
2024-12-31,6982,2024-11-12
2024-12-31,6987,2024-12-17
2024-12-31,6989,2024-12-15
2024-12-31,6995,2024-12-20
2024-12-31,7004,2024-11-09
2024-12-31,7015,2024-12-03
2024-12-31,7023,2024-12-23
2024-12-31,7052,2024-12-30
2024-12-31,7069,2024-12-24
2024-12-31,7076,2024-12-03
2024-12-31,7078,2024-12-20
2024-12-31,7093,2024-12-13
2024-12-31,7104,2024-11-23
2024-12-31,7112,2024-12-03
2024-12-31,7119,2024-12-26
2024-12-31,7123,2024-12-23
2024-12-31,7125,2024-11-23
2024-12-31,7132,2024-11-18
2024-12-31,7136,2024-12-03
2024-12-31,7144,2024-10-03
2024-12-31,7146,2024-12-30
2024-12-31,7172,2024-12-10
2024-12-31,7174,2024-12-14
2024-12-31,7180,2024-10-30
2024-12-31,7195,2024-12-27
2024-12-31,7196,2024-12-04
2024-12-31,7199,2024-11-18
2024-12-31,7200,2024-12-10
2024-12-31,7202,2024-11-11
2024-12-31,7203,2024-10-27
2024-12-31,7217,2024-11-05
2024-12-31,7229,2024-12-03
2024-12-31,7232,2024-12-29
2024-12-31,7249,2024-12-12
2024-12-31,7252,2024-10-28
2024-12-31,7260,2024-11-02
2024-12-31,7268,2024-12-27
2024-12-31,7281,2024-12-15
2024-12-31,7285,2024-10-28
2024-12-31,7289,2024-11-22
2024-12-31,7318,2024-11-23
2024-12-31,7321,2024-02-06
2024-12-31,7326,2024-12-27
2024-12-31,7376,2024-11-14
2024-12-31,7390,2024-12-22
2024-12-31,7393,2024-12-04
2024-12-31,7397,2024-12-01
2024-12-31,7423,2024-12-26
2024-12-31,7429,2024-11-03
2024-12-31,7432,2024-11-10
2024-12-31,7440,2024-12-08
2024-12-31,7441,2024-12-25
2024-12-31,7451,2024-07-09
2024-12-31,7464,2024-10-04
2024-12-31,7468,2024-04-12
2024-12-31,7470,2024-12-04
2024-12-31,7478,2024-11-07
2024-12-31,7524,2024-12-09
2024-12-31,7549,2024-12-13
2024-12-31,7577,2024-10-02
2024-12-31,7596,2024-08-11
2024-12-31,7614,2024-12-29
2024-12-31,7624,2024-11-14
2024-12-31,7630,2024-12-23
2024-12-31,7632,2024-10-17
2024-12-31,7634,2024-05-26
2024-12-31,7636,2024-12-22
2024-12-31,7640,2024-12-12
2024-12-31,7649,2024-11-23
2024-12-31,7653,2024-12-22
2024-12-31,7661,2024-11-21
2024-12-31,7678,2024-12-25
2024-12-31,7682,2024-10-17
2024-12-31,7689,2024-12-19
2024-12-31,7692,2024-12-07
2024-12-31,7701,2024-12-27
2024-12-31,7707,2024-12-24
2024-12-31,7710,2024-10-06
2024-12-31,7740,2024-11-11
2024-12-31,7747,2024-12-10
2024-12-31,7755,2024-11-01
2024-12-31,7757,2024-12-04
2024-12-31,7810,2024-11-22
2024-12-31,7845,2024-12-15
2024-12-31,7847,2024-12-08
2024-12-31,7850,2024-12-10
2024-12-31,7857,2024-06-15
2024-12-31,7873,2024-04-14
2024-12-31,7874,2024-11-05
2024-12-31,7882,2024-12-07
2024-12-31,7892,2024-11-18
2024-12-31,7907,2024-12-28
2024-12-31,7923,2024-12-13
2024-12-31,7929,2024-12-17
2024-12-31,7974,2024-12-25
2024-12-31,7995,2024-10-25
2024-12-31,8006,2024-11-04
2024-12-31,8009,2024-06-06
2024-12-31,8020,2024-12-20
2024-12-31,8022,2024-10-13
2024-12-31,8039,2024-12-29
2024-12-31,8040,2024-12-07
2024-12-31,8054,2024-11-09
2024-12-31,8064,2024-11-03
2024-12-31,8085,2024-12-27
2024-12-31,8086,2024-12-08
2024-12-31,8093,2024-12-23
2024-12-31,8128,2024-04-05
2024-12-31,8160,2024-12-20
2024-12-31,8176,2024-09-04
2024-12-31,8178,2024-02-28
2024-12-31,8188,2024-10-19
2024-12-31,8205,2024-12-10
2024-12-31,8219,2024-11-27
2024-12-31,8220,2024-12-15
2024-12-31,8221,2024-12-15
2024-12-31,8222,2024-12-23
2024-12-31,8292,2024-11-22
2024-12-31,8304,2024-11-23
2024-12-31,8318,2024-11-06
2024-12-31,8328,2024-12-09
2024-12-31,8337,2024-12-30
2024-12-31,8341,2024-12-28
2024-12-31,8367,2024-12-16
2024-12-31,8372,2024-05-28
2024-12-31,8419,2024-09-18
2024-12-31,8425,2024-10-15
2024-12-31,8446,2024-12-08
2024-12-31,8450,2024-07-11
2024-12-31,8474,2024-12-20
2024-12-31,8482,2024-12-16
2024-12-31,8484,2024-12-29
2024-12-31,8490,2024-11-29
2024-12-31,8495,2024-12-10
