date,customer_id,installment_amount
2024-12-31,462,565.63
2024-12-31,463,398.13
2024-12-31,464,221.91
2024-12-31,465,615.12
2024-12-31,466,326.03
2024-12-31,467,164.69
2024-12-31,468,172.61
2024-12-31,470,449.23
2024-12-31,472,466.7
2024-12-31,473,410.28
2024-12-31,474,248.81
2024-12-31,477,538.83
2024-12-31,483,207.4
2024-12-31,485,189.92
2024-12-31,487,442.43
2024-12-31,489,158.26
2024-12-31,490,324.74
2024-12-31,493,474.16
2024-12-31,496,194.1
2024-12-31,498,257.59
2024-12-31,507,308.39
2024-12-31,510,124.07
2024-12-31,511,96.41
2024-12-31,512,499.82
2024-12-31,513,228.32
2024-12-31,515,283.84
2024-12-31,517,273.87
2024-12-31,518,296.41
2024-12-31,519,247.31
2024-12-31,524,237.55
2024-12-31,525,243.39
2024-12-31,526,115.28
2024-12-31,529,278
2024-12-31,532,314.97
2024-12-31,533,193.19
2024-12-31,534,458.6
2024-12-31,537,299.94
2024-12-31,538,161.02
2024-12-31,539,128.4
2024-12-31,541,326.1
2024-12-31,542,125.27
2024-12-31,546,249.45
2024-12-31,547,366.31
2024-12-31,549,263.53
2024-12-31,551,303.51
2024-12-31,553,484.05
2024-12-31,555,245.49
2024-12-31,556,373.46
2024-12-31,557,226.88
2024-12-31,558,445.69
2024-12-31,559,314.92
2024-12-31,562,377.11
2024-12-31,563,433.45
2024-12-31,566,365.06
2024-12-31,567,200.73
2024-12-31,568,248.74
2024-12-31,569,659.62
2024-12-31,572,450.19
2024-12-31,576,832.46
2024-12-31,580,353.46
2024-12-31,582,713.06
2024-12-31,588,383.8
2024-12-31,590,785.89
2024-12-31,592,336.13
2024-12-31,595,384.74
2024-12-31,596,345.15
2024-12-31,597,190.76
2024-12-31,600,173.76
2024-12-31,603,452.9
2024-12-31,604,423.79
2024-12-31,605,115.5
2024-12-31,606,235.76
2024-12-31,608,370.56
2024-12-31,609,573.87
2024-12-31,610,280.52
2024-12-31,611,219.38
2024-12-31,613,181.68
2024-12-31,615,558.35
2024-12-31,619,192.36
2024-12-31,620,397.12
2024-12-31,622,540.48
2024-12-31,623,320.94
2024-12-31,625,241.54
2024-12-31,626,278.25
2024-12-31,629,173.63
2024-12-31,630,339.12
2024-12-31,632,230.65
2024-12-31,635,198.21
2024-12-31,638,284.03
2024-12-31,640,243.67
2024-12-31,641,305.38
2024-12-31,644,373.6
2024-12-31,648,375.88
2024-12-31,650,234.94
2024-12-31,651,356.72
2024-12-31,652,388.79
2024-12-31,653,361.56
2024-12-31,654,208.58
2024-12-31,655,169.7
2024-12-31,656,254.07
2024-12-31,657,624.11
2024-12-31,658,376.68
2024-12-31,661,143.65
2024-12-31,662,314.6
2024-12-31,665,154.95
2024-12-31,667,340.34
2024-12-31,669,392.3
2024-12-31,671,305.94
2024-12-31,673,231.8
2024-12-31,674,209.26
2024-12-31,677,419.7
2024-12-31,680,327.54
2024-12-31,681,207.38
2024-12-31,682,414.1
2024-12-31,685,235.39
2024-12-31,687,455.44
2024-12-31,689,206.44
2024-12-31,691,386.37
2024-12-31,694,619.79
2024-12-31,695,285.8
2024-12-31,697,720.85
2024-12-31,698,205.88
2024-12-31,699,232.01
2024-12-31,700,265
2024-12-31,701,228.43
2024-12-31,702,272.68
2024-12-31,704,199.27
2024-12-31,707,397.64
2024-12-31,708,483.96
2024-12-31,711,616.64
2024-12-31,715,368.23
2024-12-31,718,310.91
2024-12-31,721,337.85
2024-12-31,722,264.8
2024-12-31,723,406.88
2024-12-31,724,451.42
2024-12-31,729,175.82
2024-12-31,733,453.88
2024-12-31,735,371.44
2024-12-31,740,431.08
2024-12-31,742,547.3
2024-12-31,744,239.56
2024-12-31,745,174.33
2024-12-31,746,417.02
2024-12-31,747,217.91
2024-12-31,749,309.32
2024-12-31,750,707.49
2024-12-31,751,396.85
2024-12-31,753,381.54
2024-12-31,754,427.57
2024-12-31,755,421.73
2024-12-31,756,495.21
2024-12-31,757,370.36
2024-12-31,763,264.81
2024-12-31,767,297.33
2024-12-31,769,700.41
2024-12-31,771,275.68
2024-12-31,773,159.85
2024-12-31,774,519.82
2024-12-31,779,246.25
2024-12-31,781,180.5
2024-12-31,785,179.47
2024-12-31,786,320.66
2024-12-31,787,209.12
2024-12-31,790,774.2
2024-12-31,792,322.04
2024-12-31,794,339.07
2024-12-31,796,450.64
2024-12-31,797,426.6
2024-12-31,798,231.86
2024-12-31,799,266.28
2024-12-31,802,490
2024-12-31,803,467.08
2024-12-31,805,357.44
2024-12-31,808,295.63
2024-12-31,809,278.17
2024-12-31,813,238.44
2024-12-31,815,184.04
2024-12-31,816,215.09
2024-12-31,818,516.74
2024-12-31,819,155.16
2024-12-31,821,655.14
2024-12-31,823,359.69
2024-12-31,824,243.92
2024-12-31,826,285.19
2024-12-31,827,324.05
2024-12-31,831,352.46
2024-12-31,832,334.89
2024-12-31,833,236.06
2024-12-31,834,240.44
2024-12-31,836,267.19
2024-12-31,839,706.45
2024-12-31,840,233.2
2024-12-31,843,449.89
2024-12-31,844,318.55
2024-12-31,845,604.85
2024-12-31,847,635.77
2024-12-31,849,481.51
2024-12-31,851,215.97
2024-12-31,852,316.12
2024-12-31,853,1001.29
2024-12-31,854,269.58
2024-12-31,855,201.9
2024-12-31,856,138.22
2024-12-31,858,746.34
2024-12-31,859,335.1
2024-12-31,864,242.74
2024-12-31,867,184.58
2024-12-31,868,348.52
2024-12-31,869,273.05
2024-12-31,874,384.34
2024-12-31,875,512.54
2024-12-31,877,180.37
2024-12-31,880,438.72
2024-12-31,885,232.18
2024-12-31,886,392.72
2024-12-31,887,386.11
2024-12-31,890,258.71
2024-12-31,893,488.56
2024-12-31,894,391.24
2024-12-31,896,283.98
2024-12-31,901,450.05
2024-12-31,902,158.81
2024-12-31,904,269.87
2024-12-31,905,272.61
2024-12-31,906,299.12
2024-12-31,907,447.47
2024-12-31,908,245.73
2024-12-31,911,235.71
2024-12-31,913,214.54
2024-12-31,915,290.99
2024-12-31,916,485.83
2024-12-31,921,896.36
2024-12-31,922,230.47
2024-12-31,923,147.72
2024-12-31,924,714.96
2024-12-31,925,567.5
2024-12-31,926,399.61
2024-12-31,927,386.68
2024-12-31,928,394.92
2024-12-31,930,164.83
2024-12-31,931,215.51
2024-12-31,933,893.46
2024-12-31,937,337.71
2024-12-31,938,287.16
2024-12-31,940,313.14
2024-12-31,942,338.4
2024-12-31,944,348.34
2024-12-31,948,349.47
2024-12-31,951,297.36
2024-12-31,952,335.79
2024-12-31,953,222.64
2024-12-31,954,360.06
2024-12-31,956,208.91
2024-12-31,961,542.97
2024-12-31,964,280.35
2024-12-31,965,356.2
2024-12-31,967,630.73
2024-12-31,970,108.65
2024-12-31,973,177.69
2024-12-31,974,315.03
2024-12-31,975,316.37
2024-12-31,976,238.67
2024-12-31,978,351.84
2024-12-31,980,195.34
2024-12-31,983,401.09
2024-12-31,985,255.93
2024-12-31,986,259.78
2024-12-31,989,107.53
2024-12-31,991,372.23
2024-12-31,994,316.62
2024-12-31,996,182.2
2024-12-31,997,289.74
2024-12-31,1001,526.32
2024-12-31,1002,363.82
2024-12-31,1003,310.83
2024-12-31,1011,567.13
2024-12-31,1012,342.32
2024-12-31,1016,622.88
2024-12-31,1018,238.17
2024-12-31,1019,487.68
2024-12-31,1020,229.49
2024-12-31,1021,136.21
2024-12-31,1025,239.29
2024-12-31,1031,269.73
2024-12-31,1033,212.78
2024-12-31,1035,221.48
2024-12-31,1036,557.86
2024-12-31,1038,142.66
2024-12-31,1039,274.4
2024-12-31,1042,263.34
2024-12-31,1043,152.35
2024-12-31,1048,434.65
2024-12-31,1051,276.25
2024-12-31,1052,324.42
2024-12-31,1057,295.19
2024-12-31,1058,658.31
2024-12-31,1061,414.87
2024-12-31,1063,246.38
2024-12-31,1064,441.56
2024-12-31,1066,153.55
2024-12-31,1068,293.24
2024-12-31,1071,134.97
2024-12-31,1072,152.95
2024-12-31,1074,380.47
2024-12-31,1075,516.7
2024-12-31,1077,321.65
2024-12-31,1081,697.63
2024-12-31,1083,304.33
2024-12-31,1084,460.64
2024-12-31,1085,518.93
2024-12-31,1090,418.28
2024-12-31,1093,154.61
2024-12-31,1094,271.87
2024-12-31,1095,641.06
2024-12-31,1096,185.66
2024-12-31,1097,315.05
2024-12-31,1100,269.29
2024-12-31,1105,430.94
2024-12-31,1106,604.42
2024-12-31,1107,262.42
2024-12-31,1111,316.21
2024-12-31,1113,349.6
2024-12-31,1114,426.76
2024-12-31,1116,173.07
2024-12-31,1117,709.41
2024-12-31,1119,319.71
2024-12-31,1121,697.55
2024-12-31,1122,176.18
2024-12-31,1123,291.4
2024-12-31,1125,394.93
2024-12-31,1129,261.34
2024-12-31,1130,359.51
2024-12-31,1131,324.18
2024-12-31,1133,708.63
2024-12-31,1135,341.6
2024-12-31,1136,197.54
2024-12-31,1137,286.37
2024-12-31,1140,264.04
2024-12-31,1143,328.6
2024-12-31,1145,286.96
2024-12-31,1147,269.71
2024-12-31,1149,227.53
2024-12-31,1150,475.07
2024-12-31,1151,248.87
2024-12-31,1153,398.43
2024-12-31,1158,393.02
2024-12-31,1160,579.1
2024-12-31,1162,160.99
2024-12-31,1163,270.45
2024-12-31,1164,405.69
2024-12-31,1170,382.21
2024-12-31,1174,410.86
2024-12-31,1177,211.21
2024-12-31,1179,161.68
2024-12-31,1182,538.69
2024-12-31,1183,104.04
2024-12-31,1184,372.94
2024-12-31,1187,224.77
2024-12-31,1188,570.39
2024-12-31,1189,274
2024-12-31,1191,564.01
2024-12-31,1193,448.93
2024-12-31,1196,236.18
2024-12-31,1204,325.2
2024-12-31,1205,520.3
2024-12-31,1206,306.27
2024-12-31,1207,137
2024-12-31,1208,450.64
2024-12-31,1209,563.76
2024-12-31,1211,241.29
2024-12-31,1215,331.29
2024-12-31,1219,581.29
2024-12-31,1223,310.84
2024-12-31,1224,289.41
2024-12-31,1225,771.08
2024-12-31,1227,148.01
2024-12-31,1228,157.91
2024-12-31,1230,185.65
2024-12-31,1235,312.41
2024-12-31,1236,331.88
2024-12-31,1238,278.51
2024-12-31,1239,150.62
2024-12-31,1240,506.97
2024-12-31,1241,536.27
2024-12-31,1243,433.32
2024-12-31,1244,286.37
2024-12-31,1245,192.59
2024-12-31,1246,255.38
2024-12-31,1249,715.67
2024-12-31,1252,306.69
2024-12-31,1254,298.96
2024-12-31,1257,581
2024-12-31,1258,209.49
2024-12-31,1259,314.79
2024-12-31,1261,376.44
2024-12-31,1262,650.19
2024-12-31,1264,498.08
2024-12-31,1269,589.69
2024-12-31,1272,409.83
2024-12-31,1275,247.33
2024-12-31,1277,393.76
2024-12-31,1279,407.72
2024-12-31,1280,427.62
2024-12-31,1282,175.75
2024-12-31,1283,169.76
2024-12-31,1284,295.99
2024-12-31,1286,488.86
2024-12-31,1288,428.09
2024-12-31,1291,253.83
2024-12-31,1292,344.92
2024-12-31,1293,244.31
2024-12-31,1296,507.36
2024-12-31,1297,274.39
2024-12-31,1300,207.83
2024-12-31,1301,345.97
2024-12-31,1302,118.02
2024-12-31,1303,565.08
2024-12-31,1304,222.56
2024-12-31,1305,101.94
2024-12-31,1306,197.4
2024-12-31,1309,481.05
2024-12-31,1311,289.99
2024-12-31,1312,261.93
2024-12-31,1313,100.05
2024-12-31,1314,966.24
2024-12-31,1315,490.69
2024-12-31,1316,299.84
2024-12-31,1317,263.41
2024-12-31,1319,276.35
2024-12-31,1320,601.18
2024-12-31,1321,249.42
2024-12-31,1323,418.39
2024-12-31,1325,304.58
2024-12-31,1327,210.86
2024-12-31,1329,313.34
2024-12-31,1334,464.15
2024-12-31,1335,180.5
2024-12-31,1336,148.5
2024-12-31,1339,656.61
2024-12-31,1340,331.89
2024-12-31,1341,323.52
2024-12-31,1343,566.19
2024-12-31,1346,222.06
2024-12-31,1349,119.33
2024-12-31,1354,141.77
2024-12-31,1356,396.93
2024-12-31,1357,379.3
2024-12-31,1358,237.12
2024-12-31,1359,428.81
2024-12-31,1360,450.52
2024-12-31,1362,182.27
2024-12-31,1363,242.89
2024-12-31,1364,225.35
2024-12-31,1365,185.51
2024-12-31,1368,354.18
2024-12-31,1372,343.47
2024-12-31,1373,431.77
2024-12-31,1374,147.9
2024-12-31,1376,496.21
2024-12-31,1378,244.75
2024-12-31,1379,333.4
2024-12-31,1380,293.47
2024-12-31,1382,315.34
2024-12-31,1385,468.57
2024-12-31,1386,364.86
2024-12-31,1390,351.91
2024-12-31,1392,180.6
2024-12-31,1394,358.19
2024-12-31,1400,332.49
2024-12-31,1401,273.26
2024-12-31,1402,789.71
2024-12-31,1403,197.28
2024-12-31,1404,273.94
2024-12-31,1405,302.09
2024-12-31,1407,532.58
2024-12-31,1408,553.32
2024-12-31,1409,168.84
2024-12-31,1411,155.51
2024-12-31,1414,428.32
2024-12-31,1416,150.75
2024-12-31,1418,405.18
2024-12-31,1420,184.47
2024-12-31,1421,338.03
2024-12-31,1422,468.9
2024-12-31,1423,276.49
2024-12-31,1424,249.68
2024-12-31,1426,368.11
2024-12-31,1428,225.82
2024-12-31,1429,851.32
2024-12-31,1434,351.73
2024-12-31,1437,323.83
2024-12-31,1440,176.41
2024-12-31,1441,174.79
2024-12-31,1442,303.9
2024-12-31,1445,517.31
2024-12-31,1447,118.14
2024-12-31,1448,133.45
2024-12-31,1451,467.42
2024-12-31,1456,198.67
2024-12-31,1457,218.39
2024-12-31,1458,220.08
2024-12-31,1460,235.04
2024-12-31,1461,221.42
2024-12-31,1464,211.57
2024-12-31,1466,273.05
2024-12-31,1467,323.94
2024-12-31,1468,335.29
2024-12-31,1471,143.5
2024-12-31,1473,735.13
2024-12-31,1474,293.12
2024-12-31,1476,178
2024-12-31,1478,674.61
2024-12-31,1479,357.61
2024-12-31,1481,228.58
2024-12-31,1482,578.83
2024-12-31,1484,502.36
2024-12-31,1489,562.78
2024-12-31,1490,507.05
2024-12-31,1491,890.77
2024-12-31,1493,666.77
2024-12-31,1494,308.16
2024-12-31,1495,298.57
2024-12-31,1497,553.03
2024-12-31,1499,226.05
2024-12-31,1501,225.57
2024-12-31,1502,154.77
2024-12-31,1503,236.4
2024-12-31,1508,446.16
2024-12-31,1509,258.98
2024-12-31,1515,184.13
2024-12-31,1516,694.12
2024-12-31,1519,141.07
2024-12-31,1522,886.24
2024-12-31,1527,493.88
2024-12-31,1528,235.61
2024-12-31,1537,329.45
2024-12-31,1538,320.56
2024-12-31,1542,283.87
2024-12-31,1544,200.19
2024-12-31,1545,381.22
2024-12-31,1547,234.97
2024-12-31,1548,280.98
2024-12-31,1551,368.91
2024-12-31,1552,233.3
2024-12-31,1554,266.54
2024-12-31,1563,484.4
2024-12-31,1564,334.36
2024-12-31,1565,276.5
2024-12-31,1567,437.74
2024-12-31,1570,305.82
2024-12-31,1573,204.79
2024-12-31,1578,311.17
2024-12-31,1580,296.96
2024-12-31,1581,210.65
2024-12-31,1583,219
2024-12-31,1585,257.32
2024-12-31,1593,416.64
2024-12-31,1594,199.34
2024-12-31,1595,169.18
2024-12-31,1598,392
2024-12-31,1602,513.84
2024-12-31,1603,932.37
2024-12-31,1604,273.93
2024-12-31,1605,238.43
2024-12-31,1606,221.17
2024-12-31,1608,228.09
2024-12-31,1611,380.68
2024-12-31,1614,295.77
2024-12-31,1617,659.66
2024-12-31,1618,256.37
2024-12-31,1619,245.04
2024-12-31,1620,270.41
2024-12-31,1624,717.81
2024-12-31,1626,342.07
2024-12-31,1627,552.92
2024-12-31,1628,342.58
2024-12-31,1631,199.53
2024-12-31,1632,320.07
2024-12-31,1633,98.27
2024-12-31,1634,383.06
2024-12-31,1638,354.37
2024-12-31,1640,212.97
2024-12-31,1643,483.94
2024-12-31,1647,877.65
2024-12-31,1649,151.5
2024-12-31,1650,103.29
2024-12-31,1652,87.11
2024-12-31,1653,367.72
2024-12-31,1656,166.02
2024-12-31,1657,164.55
2024-12-31,1659,392.1
2024-12-31,1661,569.87
2024-12-31,1663,262.37
2024-12-31,1664,303.35
2024-12-31,1665,277.52
2024-12-31,1669,170.29
2024-12-31,1671,415.25
2024-12-31,1675,490.02
2024-12-31,1677,247.57
2024-12-31,1682,559.62
2024-12-31,1684,420.9
2024-12-31,1685,278.64
2024-12-31,1686,449.93
2024-12-31,1687,336.93
2024-12-31,1688,205.31
2024-12-31,1691,277.73
2024-12-31,1697,466.25
2024-12-31,1698,186.13
2024-12-31,1699,192.41
2024-12-31,1701,340.82
2024-12-31,1703,271.84
2024-12-31,1704,469.49
2024-12-31,1710,489.92
2024-12-31,1711,391.47
2024-12-31,1712,305.67
2024-12-31,1716,263.71
2024-12-31,1717,191.62
2024-12-31,1722,358.89
2024-12-31,1724,380.99
2024-12-31,1725,366.8
2024-12-31,1726,241.7
2024-12-31,1727,151.64
2024-12-31,1730,615.13
2024-12-31,1731,392.59
2024-12-31,1733,439.82
2024-12-31,1735,466.73
2024-12-31,1737,200.61
2024-12-31,1738,172.22
2024-12-31,1741,267.48
2024-12-31,1744,455.69
2024-12-31,1745,213.18
2024-12-31,1746,220.59
2024-12-31,1748,434.63
2024-12-31,1752,1056.2
2024-12-31,1754,211.45
2024-12-31,1755,384.92
2024-12-31,1759,782.86
2024-12-31,1761,457.17
2024-12-31,1763,375.01
2024-12-31,1764,345.49
2024-12-31,1766,360.68
2024-12-31,1767,220.53
2024-12-31,1768,429.93
2024-12-31,1769,684.12
2024-12-31,1770,364.96
2024-12-31,1771,439.34
2024-12-31,1772,342.22
2024-12-31,1773,441.23
2024-12-31,1775,397.57
2024-12-31,1776,484.07
2024-12-31,1778,275
2024-12-31,1779,224.38
2024-12-31,1780,633.26
2024-12-31,1781,1352.68
2024-12-31,1782,692.85
2024-12-31,1783,349.39
2024-12-31,1785,352.91
2024-12-31,1786,320.22
2024-12-31,1789,160.41
2024-12-31,1791,363.57
2024-12-31,1792,378.91
2024-12-31,1794,390.32
2024-12-31,1795,1004.17
2024-12-31,1797,183.66
2024-12-31,1799,638.53
2024-12-31,1800,682.19
2024-12-31,1801,214.8
2024-12-31,1805,295.38
2024-12-31,1806,320.38
2024-12-31,1807,330.38
2024-12-31,1808,419.71
2024-12-31,1809,775.82
2024-12-31,1811,698.43
2024-12-31,1815,206.85
2024-12-31,1819,376.64
2024-12-31,1820,415.79
2024-12-31,1821,822.76
2024-12-31,1822,397.73
2024-12-31,1823,165.65
2024-12-31,1826,496.89
2024-12-31,1827,399.02
2024-12-31,1829,607.82
2024-12-31,1830,257.79
2024-12-31,1832,450.09
2024-12-31,1834,268.84
2024-12-31,1835,324.8
2024-12-31,1836,213.29
2024-12-31,1837,231.28
2024-12-31,1838,293.78
2024-12-31,1839,175.82
2024-12-31,1840,386.82
2024-12-31,1841,290.8
2024-12-31,1844,392.89
2024-12-31,1845,286.65
2024-12-31,1852,482.48
2024-12-31,1854,253.7
2024-12-31,1855,157.58
2024-12-31,1856,582.65
2024-12-31,1860,379.34
2024-12-31,1861,150.09
2024-12-31,1862,292.75
2024-12-31,1865,228.11
2024-12-31,1868,119.67
2024-12-31,1869,447.9
2024-12-31,1870,255.48
2024-12-31,1877,384.83
2024-12-31,1884,286.33
2024-12-31,1885,259.87
2024-12-31,1887,130.03
2024-12-31,1888,410.65
2024-12-31,1889,313.53
2024-12-31,1894,443.89
2024-12-31,1897,175.2
2024-12-31,1898,147.01
2024-12-31,1899,349.23
2024-12-31,1900,389.53
2024-12-31,1901,404.89
2024-12-31,1902,251.09
2024-12-31,1903,136.09
2024-12-31,1908,284.05
2024-12-31,1909,874.98
2024-12-31,1910,855.97
2024-12-31,1912,107.69
2024-12-31,1913,535.96
2024-12-31,1915,202.37
2024-12-31,1916,173.46
2024-12-31,1917,258.26
2024-12-31,1920,88.85
2024-12-31,1922,272.24
2024-12-31,1924,235.52
2024-12-31,1925,160.03
2024-12-31,1926,630.85
2024-12-31,1927,322.98
2024-12-31,1928,344.94
2024-12-31,1930,386.91
2024-12-31,1931,350.6
2024-12-31,1932,150.29
2024-12-31,1935,434.69
2024-12-31,1938,223.63
2024-12-31,1940,439.48
2024-12-31,1941,245.68
2024-12-31,1945,441.36
2024-12-31,1946,248.45
2024-12-31,1948,299.31
2024-12-31,1949,186.95
2024-12-31,1952,588.01
2024-12-31,1953,309.91
2024-12-31,1955,357.11
2024-12-31,1958,800.44
2024-12-31,1959,389.37
2024-12-31,1960,282.62
2024-12-31,1961,469.45
2024-12-31,1963,247.68
2024-12-31,1965,194.45
2024-12-31,1968,287.39
2024-12-31,1971,256.56
2024-12-31,1972,248.74
2024-12-31,1973,463.79
2024-12-31,1974,736.57
2024-12-31,1975,395.17
2024-12-31,1977,282.95
2024-12-31,1979,212.02
2024-12-31,1980,487.68
2024-12-31,1982,402.76
2024-12-31,1984,521.24
2024-12-31,1987,163.75
2024-12-31,1991,296.27
2024-12-31,1995,314.63
2024-12-31,1999,148.08
2024-12-31,2000,271.97
2024-12-31,2001,270.05
2024-12-31,2003,377.94
2024-12-31,2006,300.48
2024-12-31,2008,366.7
2024-12-31,2015,547.34
2024-12-31,2016,440.23
2024-12-31,2017,389.96
2024-12-31,2021,315.78
2024-12-31,2023,298.53
2024-12-31,2025,423.76
2024-12-31,2026,311.01
2024-12-31,2027,200.43
2024-12-31,2028,715.79
2024-12-31,2029,455.22
2024-12-31,2031,238.67
2024-12-31,2036,380.17
2024-12-31,2037,277.06
2024-12-31,2038,221.18
2024-12-31,2040,561.26
2024-12-31,2042,126.7
2024-12-31,2044,287.26
2024-12-31,2046,666.22
